اکسیر;adjectives‎;elixirrare, 1959, Behbahani, National Consultative Assembly, 19th round, session 286., هرچه منابع نفت بیشتر کشف و یا استخراج می گردد برای مردم ایران اکسیرتر می شود و این کار بدون دلیل نیست و متأسفانه دلیلش پیش زورمندان واضح تر است تا پیش ضعفا و ملت ایران.‎, har-če manâbe'e naft bištar kašf va yâ estexrâj mi-gardad, barâye mardom-e Irân eksir-tar mi-šavad va in kâr bedun-e dalil nist va mote'assefâne dalilaš piš-e zurmandân vâzeh-tar ast tâ piš-e zo'afâ va mellat-e Irân.
ایر;adjectives‎;noble, Iranian
ایرانی;adjectives‎;(irâni)#Iranian (of Iran; of the people of Iran)#‏از فیلم‌های ایرانی خوشش می‌آید.‎‎ (more literary) ― az film-hâ-ye irâni xošaš mi-âyad. ― He likes Iranian films.#‏از فیلم‌های ایرونی خوشش می‌آد.‎‎ (more colloquial) ― az film-hâ-ye iruni xošeš mi-âd. ― He likes Iranian films.#Iranian, Iranic (of the language family)#‏فارسی یکی از زبان‌های ایرانی است.‎‎ ― fârsi yeki az zabân-hâ-ye irâni ast. ― Persian is one of the Iranian languages.
ایرلندی;adjectives‎;Irish
ایرونی;adjectives‎;(colloquial-un) Spoken form of ایرانی‎ (Irâni).(colloquial-un) Spoken form of ایرانی‎ (Irâni).
ایزدی;adjectives‎;(izadi, izedi)#divine#saintly#godlyRelated
ایسلندی;adjectives‎;Icelandic
ایلی;adjectives‎;tribal
ایمان‌دار;adjectives‎;faithful, pious, Synonym: مؤمن‎ (mo'men)believer, Synonym: مؤمن‎ (mo'men)
ایمن;adjectives‎;safe; secure, especially against hazards, accidents, Synonym: امن‎ (amn) (more with attacks, crime), Antonym: خطرناک‎ (xatarnâk) ^  ايمن in Dehkhoda Dictionary., , 
باب;adjectives‎;(bâb)#A male given name, Bob, from English.#‏باب اسفنجی‎ ― bâb esfanji ― SpongeBob#‏باب دیلن‎ ― bâb dilen ― Bob Dylan
بابلی;adjectives‎;Babylonian
بابک;adjectives‎;a little father, one who educates, a turquoise stonefaithful, constant, firm, strongA male given name Babak, Babak Khorramdin
باحال;adjectives‎;cool
بارانی;adjectives‎;rainyraincoat
باردار;adjectives‎;pregnant, خواهر فاطمه باردار است.‎, Xâhar-e Fâteme bârdâr ast., خواهر فاطمه بارداره.‎, Xâhar-e Fâteme bârdâre., Fatima's sister is pregnant.
بارز;adjectives‎;(bârez)#blatant, clear#dominant, predominant
باریک;adjectives‎;thin, narrow
باز;adjectives‎;(bâz) (plural بازها‎ (bâz-hâ) or بازان‎ (bâzân))#hawk#falconDescendantsEdit#→ Ottoman Turkish: باز‎ (baz)Turkish: bazSee alsoEdit#Category:Persian words suffixed with ـباز
باستانی;adjectives‎;ancient
باسوادی;adjectives‎;educated, literate, ‏باسوادی توانایی شناخت، درک، تفسیر، ساخت، برقراری ارتباط و محاسبه در استفاده از مواد چاپ‌شده و نوشته‌شده مربوط به زمینه‌های گوناگون است‎Literate is he who has the ability to recognize, understand, interpret, produce, establish relationships and compute while using printed and written material pertaining to several domains.
باسکی;adjectives‎;Basque languageBasque
باشقیری;adjectives‎;Bashkir
بالا;adjectives‎;(bâlâ)#top
بالغ;adjectives‎;(bâloğ)#(Transoxianan, obsolete) drinking horn
بامزه;adjectives‎;cute, funny, tasty, sweet
بامی;adjectives‎;beaming, radiant, brilliant, shining
بانمک;adjectives‎;cute, nice
باهوش;adjectives‎;intelligent; smart
بتنی;adjectives‎;of or pertaining to concrete (attributive adjective)
بختیار;adjectives‎;auspicious, lucky
بخشنده;adjectives‎;merciful, gracious, generous, liberal, forgiving
بد;adjectives‎;(-bad, -bed, -bod)#lord, master
بدبخت;adjectives‎;(bad-baxt)#a person of misfortune; one worthy of pity#pauperDescendantsEdit#→ Azerbaijani: bədbəxt#→ Ottoman Turkish: بدبخت‎Turkish: bedbaht
بدحجاب;adjectives‎;(of a woman) badly veiled; wearing a form of Islamic dress which is considered (by the speaker or some authority) not to be modest enough, ‏آيا پاسبانان زن بدحجاب را کتک زدند؟‎‎Âyâ pâsbânân zan-e bad-hejâb râ kotak zadand?Did the policemen hit the insufficiently veiled woman?
بدخیم;adjectives‎;(medicine) malignant, ‏تومور بدخیم‎ ― tumor-e bad-xim ― malignant tumour
بدرام;adjectives‎;wild, undomesticated ^  Dehkhoda, Ali-Akbar (1931–) , “پدرام”, in Dehkhoda Dictionary Institute, editors, Dehkhoda Dictionary (in Persian), Tehran: University of Tehran Press, , 
برابر;adjectives‎;(barâbar)#equal#Synonyms: مساوی‎ (mosâvi), همچند‎ (hamčand)#Antonym: نابرابر‎ (nâbarâbar)Derived
برادرانه;adjectives‎;brotherly, fraternal
برجسته;adjectives‎;salient, bulgy
برخوردار;adjectives‎;prosperous, happyA male given name, Barkhurdar or Barkhordar.
برز;adjectives‎;(borz)#high, tallRelated
برفی;adjectives‎;snowy
برقی;adjectives‎;electric, electrical
برنا;adjectives‎;(bornā)#adolescent
برهنه;adjectives‎;bare, naked, nude, Synonyms: لخت‎ (loxt), عریان‎ (oryân), دیروز یک زن برهنه دیدم.‎, Diruz yek zan-e berahne didam. (more literary), دیرو یه زن برهنه دیدم.‎, Diru ye zan-e berahne didam. (more colloquial), I saw a naked woman yesterday. ^  H. W. Baily, Indo-Scythian Studies (Khotanese Texts - volume VI), Cambridge University Press, 1967, Page 256, ,  ^  MacKenzie, D. N. (1971)  A concise Pahlavi dictionary, London, New York, Toronto: Oxford University Press, page 19, ,  ^  Čong, Dž. (Cheung, Johnny) (2009) T. K., Salbijeva, transl.,  Očerki istoričeskovo razvitija osetinskovo vokalizma [Studies in the Historical Development of the Ossetic Vocalism] (in Russian), Vladikavkaz: Izdatelʹsko-poligrafičeskoje predprijatije im. V. Gassijeva, →ISBN, page 41, , , 
برهوت;adjectives‎;a wasteland, a desolated desert., Ahmad Shamlou:, باری، دل در این برهوت، دیگرگونه چشم‌اندازی می‌طلبد., Forough Farrokhzad:, تو چه هستی، جز یک لحظه، یک لحظه که چشمان مرا، میگشاید در برهوت آگاهی؟
بریان;adjectives‎;(beryân)#roast, kebabRelated
بزرگ;adjectives‎;(bozorg) (comparative بزرگ‌تر‎, superlative بزرگ‌ترین‎)#large, big#نزدیک شهر کوه بزرگی است.‎#Nazdik-e šahr kuh-e bozórg-i ast. (literary)#نزدیک شهر کوهی بزرگ است.‎#Nazdík-e šahr kúh-i bozórg ast. (literary)#نزدیک شهر یه کوه بزرگه.‎#Nazdík-e šahr ye kuh-e bozorg-e. (colloquial)#There is a large mountain near the city.#خانهٔ شما خیلی بزرگ است.‎#Xâne-ye šomâ xeyli bozorg ast. (literary)#خونه‌تون خیلی بزرگه.‎#Xuna-tun xeyli bozorg e. (colloquial)#Your house is very large.#great#major#‏یک شرکت بزرگ‎‎yek šerkat-e bozorga major companyInflectionEdit#Predicative forms of بزرگ (bozorg)##singular#plural#1st person(“I am/we are”)#بزرگم (bozorgam)#بزرگیم (bozorgim)#2nd person(“you are”)#بزرگی (bozorgi)#بزرگید (bozorgid)بزرگین△ (bozorgin)#3rd person(“he, she, it is/they are”)#بزرگ است (bozorg ast) بزرگه△ (bozorge)#بزرگند (bozorgand) بزرگن△ (bozorgan)#△ Colloquial.#
بزرگ‌امید;adjectives‎;(archaic) hopeful(archaic) hopefulA male given name Bozorg-Omid, Bozorgomid, Buzurg-Ummid, Buzurgummid, Buzurg-Ummed, Buzurgummed, A  surname​.
بسنده;adjectives‎;sufficientenough
بسیار;adjectives‎;manyvery
بشردوستانه;adjectives‎;humanitarian, ‏آتش‌بس بشردوستانه‎ ― âtaš-bas-e bašar-dustâne ― humanitarian ceasefire, ‏کمک‌های بشردوستانه‎ ― komak-hâ-ye bašar-dustâne ― humanitarian aid
بعدی;adjectives‎;next
بلد;adjectives‎;(balad)#(obsolete) town
بلروسی;adjectives‎;BelarusianBelarusian
بلغار;adjectives‎;BulgarianBulgarianRussia leather
بلند;adjectives‎;(boland) (comparative بلندتر‎, superlative بلندترین‎)#tall#high#loud
بلورین;adjectives‎;crystalline
بم;adjectives‎;(music) bass, low (pitch)(dialectal, Harat) at, (dialectal, Harat) to, (dialectal, Harat) in, (dialectal, Harat) forBam (a city in Iran), ‏ارگ بم‎ ― Arg-e Bam ― the citadel of Bam
بندری;adjectives‎;Of or relating to a port or harbourbandari music of southern Iran
بنفش;adjectives‎;violet, violet-coloured
بنفشه‌ای;adjectives‎;violet
بنیادی;adjectives‎;fundamental; basic
به;adjectives‎;(beh)#(archaic) good, excellent#(archaic) better#(archaic) elegant#(archaic) safe, sound
بهائی;adjectives‎;Bahá'íBahá'í
بهاری;adjectives‎;vernal, pertaining to spring
بهداشتی;adjectives‎;hygienic
بهرامی;adjectives‎;Martian
بهشتی;adjectives‎;paradisiacal; of, or relating to, paradise, heavenly
بودایی;adjectives‎;Buddhist
بور;adjectives‎;(bor)#boron
بوری;adjectives‎;blondtrumpet; hunting horn, point (especially of a nail)split reed; marsh reed
بوقلمون;adjectives‎;(buqalamun)#variegated#multi-coloured#multifarious#protean#changeableQuotationsEdit#Circa 1258 C.E., Sa'di, Gulistan (the Rose Garden), Project Gutenberg,#[1] .باد در سایه درختانش گسترانید فرش بوقلمون#The wind had in the shade of its trees Spread out a bed of all kinds of flowers. [2] ^Huisman, A.J.W., “Abū Ḳalamūn”, in: Encyclopaedia of Islam, Second Edition, Edited by: P. Bearman, Th. Bianquis, C.E. Bosworth, E. van Donzel, W.P. Heinrichs. Consulted online on 15 July 2019 <http://dx.doi.org/10.1163/1573-3912_islam_SIM_0210>#First published online: 2012#First print edition: ISBN: 9789004161214, 1960-2007####
بومی;adjectives‎;native, indigenous, endemic
بچه‌گانه;adjectives‎;childish (behaving immaturely), child (attributive adjective, suitable for a child)
بچگانه;adjectives‎;childish
بژ;adjectives‎;beige
بکر;adjectives‎;virginvirgin, untouched, جنگل بکر — virgin forest
بی ادب;adjectives‎;impolite, rude, !چقدر بی ادب, Che qadr bi-adab!, How rude!
بی قید و شرط;adjectives‎;unconditional
بی چشم و رو;adjectives‎;(idiomatic) ungrateful (literally without eyes and face)
بیات;adjectives‎;stale
بیخودی;adjectives‎;(bixodi)#(Sufism) selflessness (More than mere selflessness, it describes a state of ecstasy and joyous intoxication resulting from a state of unity with God.)
بیدار;adjectives‎;awake
بیدخ;adjectives‎;a swift horse(archaic) swift, fast
بیرونی;adjectives‎;outer, externalA  surname​, most famously held by Al-Biruni.
بیمار;adjectives‎;sick or ill person, Synonyms: مریض‎ (mariz), ناخوش‎ (nâxoš), دردمند‎ (dardmand), ناتندرست‎ (nâtandorost)sick, ill
بیماری‌زا;adjectives‎;pathogenicpathogen
بیمناک;adjectives‎;scary, horrific
بین المللی;adjectives‎;Alternative form of بین‌المللی‎
بین نژادهای مختلف;adjectives‎;interracial
بینا;adjectives‎;sighted, capable of seeing, (figurative) clear-sighted
بینوا;adjectives‎;destitute, poverty-stricken, very poor
بین‌المللی;adjectives‎;international, ‏آژانس بین‌المللی انرژی اتمی‎‎ ― Âžâns-e Beyn-olmelali-ye Enerži-ye Atomi ― International Atomic Energy Agency, ‏صندوق بین‌المللی پول‎‎ ― Sandoq or Sanduq-e Beyn-olmelali-ye Pul ― International Monetary Fund
بیهوده;adjectives‎;ineffective, useless, futile, pointless, trivial
بیهوش;adjectives‎;Alternative spelling of بی‌هوش‎
بیچاره;adjectives‎;helpless, poor, pathetica poor, helpless or pathetic person
بیکار;adjectives‎;unemployed, jobless, (somewhat derogatory) idle, inactiveAn unemployed person.
بیگانه;adjectives‎;foreign, alienoutsider, foreigner
بی‌ایمان;adjectives‎;faithless, irreligious
بی‌باک;adjectives‎;fearless
بی‌تقصیر;adjectives‎;guiltless, innocent, blameless
بی‌خانمان;adjectives‎;homelessa homeless person
بی‌خبر;adjectives‎;ignorant, uninformed, cautious, without giving notice, unannounced
بی‌دانه;adjectives‎;seedless, pitless
بی‌رنگ;adjectives‎;colourless, colorless
بی‌سابقه;adjectives‎;unprecedented
بی‌ستاره;adjectives‎;starless
بی‌سواد;adjectives‎;illiterate
بی‌سیم;adjectives‎;wireless
بی‌شرم;adjectives‎;shameless
بی‌شمار;adjectives‎;uncountable, countless, innumerable
بی‌صدا;adjectives‎;silent, mute
بی‌صراط;adjectives‎;lawless, impious
بی‌طرف;adjectives‎;impartial, neutral
بی‌عرضه;adjectives‎;incompetent
بی‌معنی;adjectives‎;meaningless
بی‌مغز;adjectives‎;brainless, stupid, mindless, inane
بی‌میل;adjectives‎;unwilling, unpassionate
بی‌نظیر;adjectives‎;peerless, matchless, incomparable
بی‌هوش;adjectives‎;unconscious
بی‌وفا;adjectives‎;traitorous, disloyal, Rumi, اندر دلِ بی‌وفا غم و ماتم باد -- آن را که وفا نیست، ز عالَم کم باددیدی که کسی هیچ مرا یاد نکرد -- جز غم،* که هزارآفرین بر غم* باد, * غم ğam means "love" here
بی‌وقفه;adjectives‎;uninterrupted, continuous, 2012, Shadmehr Aghili & Ebi, "Royaye Ma", رؤیای یک رقص بی‌وقفه از شادی, ro'yâ-ye yek raqs-e bê-vaqfe az šâdi, nonstop
بی‌پروا;adjectives‎;reckless, thoughtless, careless, fearless
بی‌کار;adjectives‎;Alternative form of بیکار‎
بی‌گناه;adjectives‎;innocentinnocent
تابان;adjectives‎;shiny, shining, bright, خورشید تابان در آسمان آبی.‎, xoršid-e tâbân dar âsemân-e âbi., Shining sun in the blue sky.
تابستانی;adjectives‎;summery
تابستونی;adjectives‎;(colloquial-un) Spoken form of تابستانی‎ (tâbestâni).
تاجیکی;adjectives‎;TajikTajik (person), Tajik (language)
تار;adjectives‎;(târ) (plural تارها‎ (târ-hâ))#string#cord#tar (a classical musical instrument of Persia)DescendantsEdit#→ Armenian: թառ (tʿaṙ).mw-parser-output .desc-arr[title]{cursor:help}.mw-parser-output .desc-arr[title="uncertain"]{font-size:.7em;vertical-align:super}
تاریک;adjectives‎;dark, dim, sombre
تازه;adjectives‎;(tâze) (comparative تازه‌تر‎, superlative تازه‌ترین‎)#fresh#newDerived
تازی;adjectives‎;(derogatory, ethnic slur) Arab, (archaic) Arabian horseArab, 1957, Zarrinkub, Do Qarn Sokut. p. 125., نهضت خون‌آلود و گرم و سوزان او که بیش از هفتاد روز طول نکشید برای کسانیکه پس از او برضد ستمکاران تازی قیام کردند سرمشق زنده‌یی بود.‎, Nahzat-e xun-âlud o garm o suzân-e u ke biš az haftâd ruz tul nakešid barâye kasânike pas az u bar-zedde setamkârân-e Tâzi qiyâm kardand sar-e-mašq-e zene-yi bud., His [Sinbad the Magus] bloody, heart-rending movement, which didn't last more than seventy days, was a good role model for those who rose up against the Arab oppressors after him., Arabica dog breedinvader
تاس;adjectives‎;(tâs)#Alternative form of طاس‎Derived
تباه;adjectives‎;(tabâh)#corrupt#spoilt#ruinedRelated
تبریزی;adjectives‎;of or belonging to Tabrizpoplar-tree
تجربی;adjectives‎;experimental, empirical
تخت;adjectives‎;(taxt) (plural تخت‌ها‎ (taxt-hâ))#throne#capital#seat#sofa#bedDerived
تر;adjectives‎;(-tar)# A suffix forming the comparative degree of an adjective.See alsoEdit#ترین‎ (-tarin)
ترخان;adjectives‎;free, exempted from tribute or taxes, not amenable to punishment, at large, uncontrolledtarkhan, a certain tribe of Turks
ترد;adjectives‎;(tord)#crisp#tender#brittle#fragile#delicate
ترسا;adjectives‎;ChristianChristian, 10th AD, Ferdowsi, چو بر جامهٔ ما چلیپا بوَد  نشست اندر آیین ترسا بوَد, 13th AD, Rumi, گهی از زلف خود داده به مؤمن نقش حبل‌الله  ز پیچ جعد خود داده به ترسایان چلیپایی
ترسناک;adjectives‎;scary, frightening
ترش;adjectives‎;(torš)#sour#acidicRelated
تروریست;adjectives‎;terroristterrorist
ترکی;adjectives‎;TurkishTurkish
تشنه;adjectives‎;thirsty
تصادفی;adjectives‎;random, chance, accidental
تلخ;adjectives‎;bitter ^  Mayrhofer, Manfred (1992)  Etymologisches Wörterbuch des Altindoarischen [Etymological Dictionary of Old Indo-Aryan] (in German), volume I, Heidelberg: Carl Winter Universitätsverlag, page 611-612, , 
تلویحی;adjectives‎;figurative
تمام;adjectives‎;(tamâm)#(with a following ezafe) all of; the whole#Synonym: کل‎ (koll)
تمیز;adjectives‎;(tamiz)#discernment
تناسلی;adjectives‎;reproductive
تنبل;adjectives‎;(tanbal) (comparative تنبل‌تر‎, superlative تنبل‌ترین‎)#lazy#sluggishInflectionEdit#Predicative forms of تنبل (tanbal)##singular#plural#1st person(“I am/we are”)#تنبلم (tanbalam)#تنبلیم (tanbalim)#2nd person(“you are”)#تنبلی (tanbali)#تنبلید (tanbalid)تنبلین△ (tanbalin)#3rd person(“he, she, it is/they are”)#تنبل است (tanbal ast) تنبله△ (tanbale)#تنبلند (tanbaland) تنبلن△ (tanbalan)#△ Colloquial.#DescendantsEdit#→ Azerbaijani: tənbəl#→ Arabic: تَنْبَل‎ (tanbal)#→ Gulf Arabic: تمبل‎ (tambal)#→ Ottoman Turkish: تنبل‎ (tembel)Turkish: tembel→ Albanian: dembel→ Bulgarian: дембе́л (dembél)→ Greek: τεμπέλης (tempélis)→ Macedonian: дембел (dembel)→ Romanian: tembel→ Serbo-Croatian:Cyrillic: дѐмбелLatin: dèmbel#→ Uzbek: tanbal
