برکیلیئم;существительное;хим. берклий
بڑا;прилагательное;большой
بڑھاپا;существительное;старость
بسمیتھ;существительное;хим. висмут
بسنت;существительное;весна
بطخ;существительное;орнитол. утка
بغاوت;существительное;восстание
بغل;существительное;анат. подмышка
بکاین;существительное;ботан. сирень (Syringa)
بل;существительное;сила
بلجئیم;существительное;Бельгия
بلوان;прилагательное;сильный
بلی;существительное;зоол. кошка
بهوشیه;существительное;будущее
بھائی;существительное;брат
بھارت;существительное;Индия
بھالو;существительное;зоол. медведь (Ursus)
بھراتا;существительное;брат
بھرمر;существительное;энтомол. шмель (Bombus Latreille)
بھنٹا;существительное;ботан. баклажан
بھنور;существительное;энтомол. шмель (Bombus Latreille)
بھنورا;существительное;энтомол. шмель (Bombus Latreille)
بھوک;существительное;голод
بھوکا;прилагательное;голодный
بھون;существительное;здание, строение
بھونرا;существительное;энтомол. жук
بھیڑ;существительное;зоол. овца
بھیڑیا;существительное;зоол. волк (Canis lupus)
بہار;существительное;весна
بہن;существительное;сестра (дочь тех же родителей)
بوڑھا;существительное;старик, старец
بوسنیا و ہرزیگووینا;топоним;Босния и Герцеговина
بولنا;глагол;говорить, разговаривать
بولی;существительное;лингв. диалект
بیٹا;существительное;сын
بیٹی;существительное;дочь
بیجنگ;существительное;Пекин
بیچنا;глагол;продавать
بیر;существительное;слива
بیس;числительное;двадцать
بیکاری;существительное;безработица
بیلارس;существительное;Белоруссия
بیلی;существительное;балет
بیمار;существительное;мед. пациент
بین الاقوامی;прилагательное;международный
بینک;существительное;банк
بینگن;существительное;ботан. баклажан
پاؤں;существительное;анат. нога
پاپ;существительное;религ. грех
پادری;существительное;священник
پارلیمان;существительное;парламент
پاکستان;существительное;Пакистан
پال;существительное;парус
پالی;существительное;лингв. пали
پانچ;числительное;пять
پانچواں;числительное;пятый
پانی;существительное;вода
پپوٹا;существительное;анат. веко
پتا;существительное;отец, папа
پتھر;существительное;камень
پر;существительное;анат. крыло
پرکاش;существительное;свет
پرندہ;существительное;зоол. птица
پسو;существительное;зоол. блоха (Pulex)
پکشی;существительное;птица
پکھیرو;существительное;зоол. птица
پل;существительное;мост
پلاٹینم;существительное;хим. платина
پلک;существительное;анат. веко
پنچھی;существительное;птица
پندرہ;числительное;пятнадцать
پنکھ;существительное;перо
پنیر;существительное;сыр
پھول;существительное;цветок
پہلا;числительное;первый
پوٹاشیم;существительное;хим. калий
پوچھنا;глагол;спрашивать
پولستان;существительное;Польша
پونچھ;существительное;анат. хвост
پیاس;существительное;жажда
پیانو;существительное;муз. фортепиано (фортепьяно)
پیر;существительное;понедельник
پیراشوٹ;существительное;парашют
پیرس;существительное;Париж
پیرو;существительное;геогр. Перу
پیڑ;существительное;дерево (растение)
پیسہ;существительное;деньги
پیشانی;существительное;анат. лоб
پیلا;прилагательное;жёлтый
تائین;существительное;физ. ионизация
تابوت;существительное;гроб
تار;существительное;телеграмма
تاریخ;существительное;история
تانبا;существительное;хим. медь
تتلی;существительное;зоол. бабочка, мотылёк
تجارت;существительное;торговля
ترجمہ;существительное;перевод
ترک;существительное;логика
ترکی;существительное;Турция
تسمانیا;существительное;Тасмания
تل;существительное;ботан. кунжут (Sesamum)
تللی;существительное;анат. селезёнка
تمغہ;существительное;медаль
تنسخہ;существительное;генет. репликон
تھریس;существительное;Фракия
تھیلیئم;существительное;хим. таллий
تہذیب;существительное;цивилизация
تہران;существительное;Тегеран
تواریخ;существительное;история
توچا;существительное;анат. кожа
توحید;существительное;монотеизм
تیر;существительное;стрела
تیزاب;существительное;хим. кислота
تیس;числительное;тридцать
تیسرا;числительное;третий
تین;числительное;три
ثقلی امواج;топоним;гравитационная волна
ٹائیٹینیئم;существительное;хим. титан
ٹریکٹر;существительное;трактор
ٹک;существительное;зоол. клещ
ٹماٹر;существительное;ботан. помидор, томат (растение, Solanum lycopersicum)
ٹنگسٹن;существительное;хим. вольфрам
ٹھڈی;существительное;анат. подбородок
ٹھوڑی;существительное;анат. подбородок
ٹوکیو;существительное;Токио
ٹیچر;существительное;учитель
ٹیکسی;существительное;такси
ٹیکنالوجی;существительное;технология
ٹیلیگرام;существительное;телеграмма
ٹین;существительное;хим. олово
ٹینک;существительное;военн. танк
جاپان;существительное;Япония
جاپانی;существительное;японец
جاڙا;существительное;зима
جامعہ;существительное;университет
جانکاری;существительное;информация
جج;существительное;судья
جراف;существительное;зоол. жираф
جرمنی;существительное;Германия
جزیرہ;существительное;остров
جڑ;существительное;ботан. корень
جڑواں;существительное;близнец
جگر;существительное;анат. печень
جگہ;существительное;место
جمعرات;существительное;четверг
جمہوریت;существительное;демократия
جمیکا;существительное;Ямайка
جنگ;существительное;война
جنگل;существительное;лес
جنوری;существительное;январь
جهنگر;существительное;энтомол. таракан
جھیل;существительное;геогр. озеро
جواب;существительное;ответ
جوان;прилагательное;молодой
جوکھم;существительное;опасность
جوکھمی;прилагательное;опасный
جولائی;существительное;июль
جون;существительное;июнь
جوں;существительное;зоол. вошь
جیبھ;существительное;язык (мышечный орган)
جیل;существительное;хим. гель
چائے;существительное;чай
چابی;существительное;ключ
چاٹنا;глагол;лизать
چار;числительное;четыре
چالیس;числительное;сорок
چاندی;существительное;хим. серебро
چاول;существительное;рис
چبک;существительное;анат. подбородок
چپو;существительное;весло
چٹّی;существительное;праздник
چراغ;существительное;лампа; фонарь; светильник
چرانا;глагол;воровать, красть
چڑیا;существительное;птица
چشمہ;существительное;очки
چلغوز;существительное;ботан. сосна (Pinus)
چمبان;существительное;поцелуй
چمّچ;существительное;ложка
چمچہ;существительное;ложка
چمیلی;существительное;ботан. жасмин
چنبیلی;существительное;ботан. жасмин
چننا;глагол;выбирать
چهینکنا;глагол;чихать
چھپکلی;существительное;зоол. ящерица
چھت;существительное;крыша
چھٹا;числительное;шестой
چھری;существительное;нож
چھہ;числительное;шесть
چھوٹا;прилагательное;маленький, малый
چھوچھا;прилагательное;пустой, порожний
چہرہ;существительное;анат. лицо (передняя часть головы)
چو;существительное;четыре
چوتھا;числительное;четвёртый
چودہ;числительное;четырнадцать
چومنا;глагол;целовать
چونا;существительное;хим. кальций
چوہا;существительное;зоол. мышь (mus)
چیبوکساری;существительное;Чебоксары
چینٹی;существительное;муравей
چیونٹی;существительное;муравей
حافظہ;существительное;память
حرحرکیات;существительное;физ. термодинамика
حرکت;существительное;движение
حفاظت;существительное;безопасность
حُمہ;существительное;биол. вирус
حیاتیات;существительное;биология
خالی;прилагательное;пустой, порожний
خام قومی پیداوار;топоним;экон. валовой национальный продукт
خاموشی;существительное;тишина
خاندان;существительное;семья
خانہ;существительное;таблица
خدا;существительное;религ. бог
خردبین;существительное;микроскоп
خزان;существительное;осень
خطا;существительное;религ. грех
خطرناک;прилагательное;опасный
خلائی مرکز;топоним;орбитальная станция
خلافت;существительное;истор. халифат
خناق;существительное;мед. дифтерия
خنزیر;существительное;зоол. свинья
خوبانی;существительное;ботан. абрикос
خوشی;существительное;счастье
خون;существительное;кровь
خیمہ;существительное;палатка
داد;существительное;закон
دارالحکومت;существительное;столица
دارو;существительное;лекарство, медикамент
دام;существительное;цена
دانت;существительное;анат. зуб
دانش;существительное;знание
درد;существительное;боль
درزی;существительное;портной
دروازہ;существительное;дверь
دریا;существительное;море
دسمبر;существительное;декабрь
دشمن;существительное;враг
دعا;существительное;молитва
دکشن;существительное;юг
دل;существительное;анат. сердце
دمہ;существительное;мед. астма
دن;существительное;день
دنڈ;существительное;наказание
دھات;существительное;металл
دھاگا;существительное;нитка, нить
دھنش;существительное;радуга
دھنک;существительное;радуга
دھنی;прилагательное;богатый,  состоятельный
دھواں;существительное;дым
دھیان;существительное;внимание
دہریت;существительное;филос. атеизм
دواخانہ;существительное;аптека
دوپہر;существительное;полдень
دود;существительное;дым
دودھ;существительное;молоко
دوست;существительное;друг
دوسرا;числительное;второй
دوش;существительное;плечо
دونیتسک عوامی جمہوریہ;топоним;Донецкая Народная Республика
دوہرانا;глагол;повторять
دووزاک;существительное;Дворжак
دین;существительное;религия; вероисповедание
دیوار;существительное;архит. стена
دیوناگری;существительное;деванагари
دیوی;существительное;богиня
ڈاڑھی;существительное;борода
ڈر;существительное;страх
ڈنمارک;существительное;Дания
ڈونٹ;существительное;пончик, пышка, пампушка
راج ہنس;существительное;зоол. лебедь
راستہ;существительное;улица
راکٹ;существительное;ракета
راکھ;существительное;пепел, зола
ربیع;существительное;весна
رسالہ;существительное;военн. кавалерия, конница
رقم;существительное;деньги
رمضان;существительное;религ. рамадан, рамазан (девятый месяц мусульманского лунного календаря, а также пост в этот месяц)
رنگ;существительное;цвет
رہینیئم;существительное;хим. рений
روپیہ;существительное;рупия
روٹی;существительное;хлеб
روحیت;существительное;религ. анимизм
روشنی;существительное;свет
رومال;существительное;носовой платок
رونا;глагол;плакать
ریاست;существительное;государство
ریت;существительное;песок
ریچھ;существительное;зоол. медведь
ریڈون;существительное;хим. радон
ریستوران;существительное;ресторан
ریسٹورانٹ;существительное;ресторан
ریشم;существительное;шёлк
زار;существительное;царь
زاکسن;существительное;Саксония
زبان;существительное;язык (мышечный орган)
زر;существительное;золото
زردى;существительное;желток
زگوار;существительное;зоол. ягуар
زلزلہ;существительное;землетрясение
زندگی;существительное;жизнь
زنک;существительное;хим. цинк
زَوَر;существительное;психиатр. паранойя
زیتون;существительное;ботан. олива, маслина
زینون;существительное;хим. ксенон
سات;числительное;семь
ساٹھ;числительное;шестьдесят
سالا;существительное;шурин
سالگرہ;существительное;день рождения
سالمہ;существительное;хим. молекула
سامیواد;существительное;полит. коммунизм
سانپ;существительное;зоол. змея (serpens)
سانچے;существительное;шаблон
سپاہ;существительное;армия
سپھل;прилагательное;успешный
ستر;существительное;семьдесят
ستمبر;существительное;сентябрь
ستنپایی;существительное;зоол. млекопитающее
سٹاکہوم;существительное;Стокгольм
سٹاوروپول;существительное;Ставрополь
سر;существительное;анат. голова
سربیا;существительное;Сербия
سردی;существительное;простуда
سرکس;существительное;цирк
سرکہ;существительное;уксус
سرکین;существительное;хим. ацетилен, этин
سرمئی;прилагательное;серый
سرما;существительное;зима
سرونام;существительное;местоимение
سزا;существительное;наказание
سڑک;существительное;дорога, путь
سسر;существительное;зима
سفارتی;прилагательное;дипломатический
سفید;прилагательное;белый
سِفید;прилагательное;белый
سگریٹ;существительное;сигарета
سل;существительное;туберкулёз
سلفر;существительное;хим. сера
سلوار;существительное;шаровары
سلیکون;существительное;хим. кремний
سم;существительное;яд
سماچار پتر;существительное;газета
سمتار;существительное;скорость
سمجھانا;глагол;объяснять
سمجھنا;глагол;понимать
سنجنا;существительное;лингв. существительное, имя существительное
سنسار;существительное;сансара
سنکھیا;существительное;хим. мышьяк
سنگھ;существительное;зоол. лев (Panthera leo)
سنگیت;существительное;музыка
سوئی;существительное;игла, иголка (швейная)
سوادشٹ;прилагательное;вкусный, лакомый
سوال;существительное;вопрос
سوٹکیس;существительное;чемодан, кейс
سودرتالیا;существительное;Сёдертелье
سوڈان;существительное;Судан
سورج منڈلی;топоним;астрон. Солнечная система
سوکها;прилагательное;сухой
سونا;существительное;золото
سویٹذرلینڈ;существительное;Швейцария
سویڈن;существительное;Швеция
سيب;существительное;яблоко (плод яблони)
سیارچہ;существительное;астрон. астероид
سیارہ;существительное;астрон. планета
سیبل;существительное;зоол. соболь (Martes zibellina)
سیسہ;существительное;хим. свинец
سیکھنا;глагол;учить, изучать
سیلاب;существительное;наводнение
سیمنٹ;существительное;цемент
سینٹیمیٹر;существительное;сантиметр
شاعر;существительное;поэт
شاعرہ;существительное;поэтесса
شامانیت;существительное;шаманизм
شب;существительное;ночь
شِبِت;существительное;ботан. укроп (Anethum)
شراب;существительное;вино
شریان;существительное;анат. артерия
ششن;существительное;пенис, половой член
شطرنج;существительное;шахматы
شکر;существительное;сахар
شمال;существительное;север
شہد;существительное;мёд
شہر;существительное;город
شہریت;существительное;гражданство, подданство
شوقیہ;существительное;любитель, непрофессионал
شیر;существительное;зоол. ?
شیشہ;существительное;стекло
صابن;существительное;мыло
صحت;существительное;здоровье
صدر;существительное;президент
صفحہ;существительное;страница
صوداصر;существительное;хим. натрий
ضعیفیات;существительное;геронтология
طائریات;существительное;орнитология
طاعون;существительное;мед. чума
طاقتور;прилагательное;сильный
طبیعیات;существительное;физика
طمنچہ;существительное;пистолет
ظفر;существительное;победа
عبرانی;существительное;иврит
عدسہ;существительное;физ. линза
عضلہ;существительное;анат. мускул; мышца
عقاب;существительное;зоол. орёл (Aquila)
علم الادویہ;существительное;фармакология
عمارت;существительное;здание, строение
عنب;существительное;виноград (ягода)
عورت;существительное;женщина
عید;существительное;праздник
عیکٹنیئم;существительное;хим. актиний
غدہ;существительное;анат. железа
غریب;существительное;бедный, неимущий
غریبی;существительное;бедность
غشی;существительное;мед. ступор
فاحشہ;существительное;проститутка
فارمیسی;существительное;аптека
فاسق;существительное;грешный
فاسیواد;существительное;фашизм
فٹبال;существительное;спорт. футбол
فرانس;существительное;Франция
فرشتہ;существительное;религ. ангел
فروری;существительное;февраль
فسفسانا;глагол;шептать
فسق;существительное;разврат
فلپائن;существительное;Филиппины
فلسفہ;существительное;философия
فلورین;существительное;хим. фтор
فولاد;существительное;сталь
فیشن;существительное;мода
فیل;существительное;слон
قازقستان;существительное;Казахстан
قدرت;существительное;природа
قدریہ;существительное;физ. квант
قذفیات;существительное;баллистика
قسطنطنیہ;существительное;Константинополь
قصائی;существительное;мясник
قصباتس;существительное;мед. бронхит
قلعی;существительное;хим. олово
قمیض;существительное;рубаха, рубашка
قنب;существительное;ботан. конопля (Cannabis)
قہوہ;существительное;кофе
قینچی;существительное;ножницы
کارلستا;существительное;Карлстад
کاغذ;существительное;бумага
کالا;прилагательное;чёрный
کان;существительное;анат. ухо
کپاس;существительное;ботан. хлопок
کتا;существительное;собака
کثیرالاضلاع;существительное;геометр. многоугольник
کچھوا;существительное;зоол. черепаха
کراسنویارسک کرائی;топоним;Красноярский край
کرسی;существительное;стул
کرشن;существительное;Кришна
کرومیم;существительное;хим. хром
کریمیا;существительное;Крым
کڑوا;прилагательное;горький
کل;наречие;вчера
کلمہ;существительное;слово
کلنی;существительное;зоол. клещ
کلہاڑی;существительное;топор
کلورین;существительное;хим. хлор
کلیمنجارو;существительное;Килиманджаро
کمپیوٹر;существительное;компьютер
کمپیوٹر علوم;топоним;информатика
کمیونزم;существительное;полит. коммунизм
کندھا;существительное;анат. плечо
کنعان;существительное;Ханаан
کنکریٹ;существительное;бетон
کهال;существительное;анат. кожа
کھانا;глагол;есть, кушать
کھانسی;существительное;кашель
کھٹا;прилагательное;кислый
کھڑکی;существительное;окно
کھلونا;существительное;игрушка
کھونا;глагол;терять
کہاوت;существительное;пословица
کہنی;существительное;анат. локоть
کوا;существительное;зоол. ворона (Corvus)
کوبالٹ;существительное;хим. кобальт
کوبرا;существительное;зоол. кобра
کوتا;существительное;стихотворение
کولمبیا;существительное;Колумбия
کولوزیئم;существительное;Колизей
کیچپ;существительное;кетчуп
کیڑا;существительное;зоол. червь, червяк
کیکڑا;существительное;зоол. краб
کیل;существительное;гвоздь
کیلا;существительное;ботан. банан
کیلشیم;существительное;хим. кальций
کیمیاء;существительное;химия
کیمیادان;существительное;химик
گائے;существительное;зоол. корова
گاجر;существительное;ботан. морковь (Daucus carota)
گاڑی;существительное;автомобиль
گال;существительное;анат. щека
گانا;существительное;песня
گٹار;существительное;муз. гитара
گدگدانا;глагол;щекотать
گدھا;существительное;зоол. осёл, ишак (Equus asinus asinus)
گرام;существительное;грамм
گردہ;существительное;анат. почка
گرگٹ;существительное;зоол. хамелеон
گرمی;существительное;лето
گرہ;существительное;узел
گریشم;существительное;лето
گفا;существительное;спелеол. пещера
گلا;существительное;анат. горло
گلاس;существительное;стекло
گلوکوز;существительное;хим. глюкоза
گلی;существительное;улица
گناہ;существительное;религ. грех
گنتی;существительное;число
گنجا;прилагательное;лысый
گندھک;существительное;хим. сера
گهاس;существительное;трава
گھاو;существительное;мед. рана
گھٹنا;существительное;анат. колено
گھرنا;существительное;ненависть
گھڑیال;существительное;зоол. крокодил; гавиал
گھن;существительное;ненависть
گھنٹہ;существительное;час
گھوڑا;существительное;конь
گھوڑی;существительное;зоол. кобыла
گہرا;прилагательное;глубокий
گواتیمالا;существительное;Гватемала
گواڈیلوپ;существительное;Гваделупа
گواہ;существительное;свидетель
گودنا;глагол;татуировать
گوسفند;существительное;зоол. овца
گوگرد;существительное;хим. сера
گوللاندىيە;существительное;Нидерланды
گیارہ;числительное;одиннадцать
گیس;существительное;хим. газ
گینڈا;не указано;носорог
لابسٹر;существительное;зоол. омар; лобстер
لاس اینجلس;существительное;Лос Анджелес
لاش;существительное;труп
لاشہ;существительное;труп
لاطینی امریکہ;топоним;Латинская Америка
لال;прилагательное;красный
لالہ;существительное;ботан. тюльпан (Tulipa)
لٹر;существительное;литр
لٹویا;существительное;геогр. Латвия
لڑکی;существительное;девочка
لفٹ;существительное;лифт
لکھنا;глагол;писа́ть
لنڈ;существительное;пенис, половой член
لنگ;существительное;пенис, половой член
لہجہ;существительное;лингв. диалект
لہسن;существительное;ботан. чеснок (Allium sativum)
لوگانسک عوامی جمہوریہ;топоним;Луганская Народная Республика
لومڑی;существительное;зоол. лиса, лисица (vulpes)
لونجسیمہ;существительное;биол. хромосома
لونڈ;существительное;Лунд
لوہا;существительное;хим. железо
لوہار;существительное;кузнец
لیبارٹری;существительное;лаборатория
لیکھک;существительное;писатель
لینتھانم;существительное;хим. лантан
مارنا;глагол;убивать
مالمو;существительное;Мальмё
مالیکول;существительное;хим. молекула
ماننا;глагол;верить
ماہی;существительное;рыба
مت;существительное;религия
متسیہ;существительное;рыба
متوالا;прилагательное;пьяный
مٹھ;существительное;религ. храм
مجرم;существительное;преступник
مچھلی;существительное;рыба
محقنہ;существительное;шприц
مدد;существительное;помощь
مرت;существительное;смерть
مرد;существительное;мужчина, муж
مردہ;прилагательное;мёртвый
مرغا;существительное;зоол. курица
مرنا;глагол;умереть
مرہم;существительное;мазь
مریض;существительное;мед. пациент
مزدور;существительное;работник, рабочий, трудящийся
مزیدار;прилагательное;вкусный, лакомый
مزے دار;прилагательное;вкусный
مس;существительное;хим. медь
مساج;существительное;массаж
مساحیات;существительное;геодезия
مستقبل;существительное;будущее
مسکانا;глагол;улыбаться
مسکرانا;глагол;улыбаться
مسکراہٹ;существительное;улыбка
مُسَـکِّن;существительное;мед. анальгетик
مسلم;существительное;мусульманин, магометанин
مسلمان;существительное;мусульманин, магометанин
مصرف;существительное;банк
معاشریات;существительное;социология
معانقہ;существительное;объятие
معبد;существительное;религ. храм
معلم;существительное;учитель
معمار;существительное;архитектор
معنی;существительное;значение, смысл
مغرب;существительное;запад
مقایضہ;существительное;экон. бартер, обмен
مقناطیس;существительное;физ. магнит
مکڑی;существительное;зоол. паук
مکعب;существительное;геометр. куб
مکھڑا;существительное;анат. лицо (передняя часть головы)
مکھی;существительное;зоол. муха
مگر;существительное;зоол. крокодил
ملیریا;существительное;мед. малярия
ممّی;существительное;мумия
منار;существительное;минарет
منارہ;существительное;минарет
مندر;существительное;религ. храм
منزل;существительное;этаж
منگل;существительное;вторник
منگولیا;существительное;Монголия
منہ;существительное;зоол. рот
مہتاب;существительное;лунный свет
مہمان;существительное;гость
مہنگا;прилагательное;дорогой, дорогостоящий
مہینہ;существительное;месяц
موٹر;существительное;двигатель; мотор
مور;существительное;павлин
مورکھ;существительное;глупец, дурак
موریتانیہ;существительное;Мавритания
موسم;существительное;погода
موسمیات;существительное;метеорология
موم;существительное;воск
مومبتی;существительное;свеча (осветительное приспособление)
مونٹینیگرو;существительное;Черногория
مونچھ;существительное;усы
میٹھا;прилагательное;сладкий
میز;существительное;стол
میزائل;существительное;ракета
میش;существительное;зоол. овца
مینار;существительное;минарет
مینارا;существительное;минарет
مینڈک;существительное;зоол. лягушка
میں;местоимение;я
میونخ;существительное;Мюнхен
نائٹروجن;существительное;хим. азот
نابھی;существительное;анат. пуп, пупок
ناچ;существительное;танец
ناخن;существительное;анат. ноготь
نارنگی;существительное;ботан. апельсин
ناروے;существительное;Норвегия
ناری;существительное;женщина
ناشپاتی;существительное;ботан. груша
ناک;существительное;нос
نالفین;существительное;парафин
ناممکن;прилагательное;невозможный
ندی;существительное;река
نرتیہ;существительное;танец
نظریہ;существительное;теория
نقصان;существительное;вред, ущерб
نکاراگوا;существительное;Никарагуа
نکٹائی;существительное;галстук
نکل;существительное;хим. никель
نکوٹین;существительное;никотин
نگلنا;глагол;глотать
نماز;существительное;религ. намаз
نمک;существительное;соль
نملیات;существительное;мирмекология
نمیبیا;существительное;Намибия
نو;прилагательное;новый
نواں;числительное;девятый
نوٹ;существительное;банкнота
نوڈل;существительное;лапша
نور;существительное;свет
نومبر;существительное;ноябрь
نوووروسیا;существительное;истор. Новороссия
نوے;числительное;девяносто
نیبو;существительное;ботан. лимон
نیلامی;существительное;аукцион
نیون;существительное;неон
هڈى;существительное;анат. кость
هرا;прилагательное;зелёный
هنس;существительное;зоол. гусь (Anser)
ہاتھ;существительное;анат. рука (кисть)
ہاتھی;существительное;слон
ہار;существительное;колье, ожерелье
ہتھیلی;существительное;ладонь
ہتوڑا;существительное;молот, молоток
ہرا;прилагательное;зелёный
ہزار;числительное;тысяча
ہڑتال;существительное;хим. мышьяк
ہسپانیہ;существительное;Испания
ہفتہ‌;существительное;суббота
ہفتہ;существительное;неделя
ہلاہل;существительное;яд, отрава
ہم;местоимение;мы
ہندچین;существительное;Индокитай
ہندسہ;существительное;геометрия
ہندوستان;существительное;Индия
ہندی;существительное;хинди
ہنسنا;глагол;смеяться
ہوا;существительное;ветер
ہوٹل;существительное;ресторан
ہونٹ;существительное;анат. губа
ہونڈوراس;существительное;Гондурас
و;союз;и
وئوودینا;существительное;Воеводина
وارسا;существительное;Варшава
والا;прилагательное;липкий
والدہ;существительное;мать
وحشت;существительное;дикость
وشنو;существительное;Вишну
وقت;существительное;время
وكال;существительное;вечер
وگیان;существительное;наука
وہسکی;существительное;виски
وواہ;существительное;свадьба
وودکا;существительное;водка
ووڈکا;существительное;водка
ویشیا;существительное;проститутка
یتیم;существительное;сирота
یریوان;существительное;Ереван
یہودی;существительное;еврей
یوراگوئے;существительное;геогр. Уругвай
یورپ;существительное;Европа
یوروشلم;существительное;Иерусалим
یورینیئم;существительное;уран, хим. химический элемент с атомным номером 92, обозначается химическим символом U, радиоактивный металл из группы трансурановых актиноидов
یوکرین;существительное;Украина
یوگوسلاویہ;существительное;Югославия
یوگیتا;существительное;способность, возможность
